ride_id,timestamp,hour,day,weekday,month,is_weekend,zone_id,weather,traffic_level,event_flag,distance_km,duration_min,fare_usd,surge_multiplier,wait_time_min,driver_earnings_usd,cancelled,demand_score,efficiency,peak_hour,congestion_index,cancellation_risk,zone_demand_density,driver_opportunity_score
947,2023-02-22 17:19:04,17,22,2,2,0,Z16,Clear,Medium,0,10.75,51.2,44.33,1.13,9.4,34.38,0,1.122,4.124,1,0.644,0.05,0.715,4.104
992,2023-02-22 17:31:18,17,22,2,2,0,Z03,Clear,High,0,12.92,82.8,74.5,2.15,9.0,58.47,0,1.828,5.766,1,1.114,0.1,1.681,11.876
16928,2023-02-22 17:44:33,17,22,2,2,0,Z06,Clear,Low,0,6.76,18.6,10.81,1.24,6.3,8.5,0,1.004,1.599,1,0.386,0.05,0.406,1.355
16614,2023-02-22 17:48:54,17,22,2,2,0,Z09,Clear,Medium,0,9.05,40.5,19.53,1.96,13.6,15.6,0,1.599,2.158,1,0.754,0.17,1.208,1.834
39812,2023-02-22 18:10:31,18,22,2,2,0,Z06,Rainy,Low,0,6.56,23.1,7.11,1.0,4.4,5.14,1,0.957,1.084,1,0.375,0.13,0.387,1.118
35197,2023-02-22 18:19:46,18,22,2,2,0,Z05,Fog,Medium,0,6.83,32.4,21.71,1.28,7.0,16.9,0,1.267,3.179,1,0.677,0.05,0.645,3.059
6082,2023-02-22 18:40:26,18,22,2,2,0,Z08,Clear,Low,0,2.73,7.1,14.34,1.16,3.1,11.38,0,1.129,5.253,1,0.414,0.05,0.513,4.145
2570,2023-02-22 18:43:10,18,22,2,2,0,Z01,Clear,Medium,0,11.65,50.3,50.75,1.17,9.7,38.99,0,1.303,4.356,1,0.685,0.05,0.814,5.238
4684,2023-02-22 18:43:30,18,22,2,2,0,Z13,Clear,Medium,0,0.5,2.0,3.0,1.0,6.9,2.34,0,0.864,6.0,1,0.584,0.05,0.363,0.293
46141,2023-02-22 19:00:07,19,22,2,2,0,Z18,Rainy,Low,0,8.49,27.8,47.84,1.39,12.9,37.22,0,2.998,5.635,1,0.846,0.3,2.718,8.65
3654,2023-02-22 19:04:56,19,22,2,2,0,Z15,Clear,High,0,7.25,42.5,25.96,1.16,3.8,18.87,0,1.155,3.581,1,0.959,0.05,0.59,5.735
45300,2023-02-22 19:05:13,19,22,2,2,0,Z05,Clear,Low,0,2.77,8.6,10.75,1.18,7.2,8.21,0,1.297,3.881,1,0.453,0.05,0.66,1.479
42755,2023-02-22 19:12:24,19,22,2,2,0,Z04,Clear,High,0,10.59,68.7,23.42,1.0,7.8,16.96,0,0.967,2.212,1,0.915,0.05,0.42,2.103
13829,2023-02-22 19:14:46,19,22,2,2,0,Z03,Clear,Medium,0,9.01,38.6,40.08,1.61,9.2,28.87,0,2.33,4.448,1,0.922,0.1,2.143,7.312
18890,2023-02-22 19:18:18,19,22,2,2,0,Z02,Rainy,Medium,1,5.38,26.2,99.2,2.27,12.1,73.19,0,2.938,18.439,1,1.063,0.3,2.227,17.771
40246,2023-02-22 19:22:18,19,22,2,2,0,Z06,Cloudy,Low,0,6.06,19.4,6.89,1.0,4.8,5.0,0,0.775,1.137,1,0.333,0.05,0.313,0.807
32687,2023-02-22 19:34:34,19,22,2,2,0,Z08,Clear,Medium,0,10.71,51.3,45.87,1.0,9.0,34.51,0,0.797,4.283,1,0.569,0.05,0.362,3.056
36973,2023-02-22 19:39:11,19,22,2,2,0,Z04,Fog,Medium,0,10.08,46.2,30.16,1.25,4.9,22.72,0,1.26,2.992,1,0.675,0.05,0.547,5.842
35877,2023-02-22 19:45:34,19,22,2,2,0,Z06,Clear,Medium,0,7.79,35.2,12.71,1.17,10.6,9.62,0,1.117,1.632,1,0.642,0.17,0.452,1.014
48194,2023-02-22 19:46:45,19,22,2,2,0,Z18,Clear,High,0,8.17,45.6,63.45,2.03,8.6,48.02,1,1.984,7.766,1,1.15,0.1,1.799,11.078
49110,2023-02-22 20:05:06,20,22,2,2,0,Z14,Clear,High,1,0.5,2.6,3.0,1.71,12.2,2.36,1,2.335,6.0,1,1.231,0.22,1.992,0.452
24323,2023-02-22 20:17:12,20,22,2,2,0,Z13,Clear,Low,0,1.27,5.4,10.05,1.0,5.9,7.33,0,0.869,7.913,1,0.354,0.05,0.366,1.08
31345,2023-02-22 20:39:36,20,22,2,2,0,Z03,Clear,Low,0,4.97,19.2,23.27,1.76,10.5,16.88,0,1.788,4.682,1,0.566,0.17,1.644,2.874
26562,2023-02-22 20:53:06,20,22,2,2,0,Z11,Clear,High,1,0.5,4.7,5.26,1.88,14.6,3.9,1,2.813,10.52,1,1.341,0.22,2.49,0.751
36432,2023-02-22 21:12:07,21,22,2,2,0,Z15,Rainy,High,0,5.74,31.6,22.64,1.0,5.5,16.52,0,0.434,3.944,0,0.792,0.13,0.222,1.304
12854,2023-02-22 21:12:47,21,22,2,2,0,Z10,Clear,High,0,12.07,76.9,7.12,1.0,3.5,5.37,0,0.423,0.59,0,0.79,0.05,0.284,0.649
2735,2023-02-22 21:17:20,21,22,2,2,0,Z06,Clear,Medium,0,6.1,31.5,6.36,1.0,4.5,4.78,0,0.496,1.043,0,0.499,0.05,0.201,0.527
5354,2023-02-22 21:19:37,21,22,2,2,0,Z14,Fog,Medium,0,5.37,22.6,26.66,1.0,5.9,19.24,0,0.921,4.965,0,0.597,0.05,0.786,3.003
5794,2023-02-22 21:45:30,21,22,2,2,0,Z09,Clear,Medium,1,5.52,26.4,8.43,1.2,5.5,6.52,0,1.072,1.527,0,0.632,0.05,0.81,1.271
3154,2023-02-22 21:56:21,21,22,2,2,0,Z14,Clear,High,0,3.9,25.0,19.06,1.0,11.0,14.25,0,0.674,4.887,0,0.848,0.17,0.575,0.873
47619,2023-02-22 22:03:55,22,22,2,2,0,Z08,Clear,Medium,0,4.32,20.0,18.65,1.0,11.3,14.15,0,0.79,4.317,0,0.567,0.17,0.359,0.989
16511,2023-02-22 22:10:07,22,22,2,2,0,Z19,Clear,High,0,6.76,40.2,15.92,1.16,6.2,12.35,0,1.164,2.355,0,0.961,0.05,0.715,2.319
7544,2023-02-22 22:16:23,22,22,2,2,0,Z13,Clear,Low,0,1.34,9.6,8.8,1.0,4.5,6.64,0,0.561,6.567,0,0.283,0.05,0.236,0.828
46315,2023-02-22 23:15:30,23,22,2,2,0,Z04,Cloudy,Medium,0,8.51,39.2,19.82,1.0,10.1,14.96,0,0.579,2.329,0,0.518,0.17,0.251,0.858
11547,2023-02-22 23:18:12,23,22,2,2,0,Z05,Clear,High,0,5.48,33.8,13.48,1.0,6.1,10.15,0,0.78,2.46,0,0.872,0.05,0.397,1.298
1065,2023-02-22 23:22:59,23,22,2,2,0,Z15,Rainy,Medium,0,7.69,34.1,26.13,1.0,7.9,20.2,0,0.804,3.398,0,0.57,0.13,0.411,2.056
37939,2023-02-22 23:24:41,23,22,2,2,0,Z12,Clear,High,0,10.35,65.2,35.9,1.02,7.1,28.15,0,1.135,3.469,0,0.954,0.05,0.618,4.5
43258,2023-02-22 23:38:14,23,22,2,2,0,Z13,Clear,Low,0,3.46,11.5,25.44,1.0,3.2,18.9,0,0.541,7.353,0,0.279,0.05,0.228,3.195
39835,2023-02-23 00:05:55,0,23,3,2,0,Z01,Cloudy,Medium,0,10.43,49.0,39.65,1.0,4.9,29.52,0,0.158,3.802,0,0.421,0.05,0.099,0.952
26956,2023-02-23 00:16:21,0,23,3,2,0,Z05,Clear,Low,0,5.62,20.4,16.28,1.0,3.6,12.98,0,0.139,2.897,0,0.186,0.05,0.071,0.501
26426,2023-02-23 00:19:03,0,23,3,2,0,Z17,Clear,High,0,3.05,22.4,19.48,1.0,10.2,14.48,0,0.18,6.387,0,0.734,0.17,0.082,0.256
29956,2023-02-23 01:43:07,1,23,3,2,0,Z06,Cloudy,High,0,7.28,45.6,9.49,1.0,6.0,6.92,0,0.264,1.304,0,0.753,0.05,0.107,0.304
11516,2023-02-23 01:59:24,1,23,3,2,0,Z07,Fog,Medium,0,4.6,19.0,12.84,1.0,4.5,9.92,0,0.22,2.791,0,0.435,0.05,0.106,0.485
26726,2023-02-23 02:01:51,2,23,3,2,0,Z20,Clear,Medium,0,2.8,10.3,20.04,1.0,6.3,15.27,0,0.351,7.157,0,0.466,0.05,0.203,0.851
25956,2023-02-23 02:28:25,2,23,3,2,0,Z07,Rainy,Medium,0,5.2,25.5,16.79,1.0,3.3,13.23,0,0.228,3.229,0,0.437,0.13,0.11,0.914
49090,2023-02-23 02:34:44,2,23,3,2,0,Z10,Clear,High,0,13.51,83.0,8.32,1.0,1.0,6.32,0,0.234,0.616,0,0.746,0.05,0.157,1.479
13926,2023-02-23 02:48:30,2,23,3,2,0,Z11,Clear,High,0,0.5,3.3,3.0,1.0,4.2,2.34,0,0.439,6.0,0,0.794,0.05,0.389,0.245
41734,2023-02-23 03:09:00,3,23,3,2,0,Z10,Rainy,Medium,0,10.51,47.6,9.6,1.0,5.1,7.35,0,0.243,0.913,0,0.441,0.13,0.163,0.35
14882,2023-02-23 03:09:03,3,23,3,2,0,Z12,Clear,Medium,0,10.64,48.2,36.6,1.0,3.7,29.19,0,0.208,3.44,0,0.433,0.05,0.113,1.641
7354,2023-02-23 04:02:00,4,23,3,2,0,Z11,Cloudy,High,0,5.57,31.0,36.39,1.0,5.9,28.71,0,0.38,6.533,0,0.78,0.05,0.336,1.849
11947,2023-02-23 04:12:29,4,23,3,2,0,Z12,Clear,High,0,7.3,47.8,26.83,1.0,4.5,21.2,0,0.188,3.675,0,0.736,0.05,0.102,0.886
37708,2023-02-23 04:40:54,4,23,3,2,0,Z01,Snow,Low,0,7.0,26.6,20.86,1.0,6.9,16.25,0,0.504,2.98,0,0.27,0.13,0.315,1.187
43893,2023-02-23 04:59:27,4,23,3,2,0,Z14,Clear,High,0,2.79,19.1,15.12,1.0,6.3,11.72,0,0.321,5.419,0,0.766,0.05,0.274,0.597
44909,2023-02-23 05:25:34,5,23,3,2,0,Z16,Cloudy,Medium,0,9.6,42.8,34.67,1.0,6.1,27.29,0,0.216,3.611,0,0.434,0.05,0.138,0.966
3999,2023-02-23 05:30:44,5,23,3,2,0,Z02,Clear,Medium,0,4.57,19.0,34.83,1.0,6.6,26.72,0,0.16,7.621,0,0.422,0.05,0.121,0.648
8827,2023-02-23 05:55:44,5,23,3,2,0,Z04,Rainy,Medium,1,12.17,56.6,31.59,1.0,7.8,24.18,0,0.32,2.596,0,0.458,0.13,0.139,0.992
10427,2023-02-23 06:10:12,6,23,3,2,0,Z04,Clear,High,0,13.49,81.5,30.83,1.0,4.3,22.84,0,0.388,2.285,0,0.782,0.05,0.168,2.061
27075,2023-02-23 06:24:35,6,23,3,2,0,Z02,Clear,Medium,1,1.56,8.4,12.33,1.0,8.2,9.57,0,0.927,7.904,0,0.599,0.05,0.703,1.082
3504,2023-02-23 06:36:33,6,23,3,2,0,Z10,Clear,Medium,0,6.96,31.5,3.65,1.0,3.7,2.81,0,0.544,0.524,0,0.51,0.05,0.365,0.413
26161,2023-02-23 06:40:20,6,23,3,2,0,Z20,Clear,Medium,0,7.03,30.4,52.58,1.0,9.1,39.44,0,0.43,7.479,0,0.484,0.05,0.248,1.864
42796,2023-02-23 06:43:51,6,23,3,2,0,Z17,Cloudy,Medium,0,4.43,20.5,31.37,1.0,7.5,24.0,0,0.395,7.081,0,0.476,0.05,0.179,1.264
2835,2023-02-23 06:43:56,6,23,3,2,0,Z12,Clear,High,0,11.6,71.2,39.05,1.0,5.1,28.52,0,0.699,3.366,0,0.854,0.05,0.381,3.909
49362,2023-02-23 07:07:27,7,23,3,2,0,Z09,Cloudy,Medium,0,5.79,28.9,10.07,1.9,7.8,7.45,0,1.746,1.739,1,0.788,0.05,1.319,1.668
540,2023-02-23 07:07:56,7,23,3,2,0,Z14,Clear,High,0,5.48,30.2,73.35,2.49,9.6,54.84,0,1.599,13.385,1,1.061,0.05,1.364,9.134
1643,2023-02-23 07:38:51,7,23,3,2,0,Z01,Cloudy,Medium,1,7.07,32.3,34.45,1.3,8.0,25.7,0,1.467,4.873,1,0.723,0.05,0.916,4.713
8610,2023-02-23 08:10:48,8,23,3,2,0,Z11,Clear,Medium,0,0.5,2.0,3.45,1.25,11.1,2.57,1,1.465,6.9,1,0.723,0.17,1.297,0.339
5268,2023-02-23 08:14:02,8,23,3,2,0,Z09,Clear,Low,0,8.31,26.6,11.23,1.09,5.1,8.66,0,1.448,1.351,1,0.488,0.05,1.094,2.459
29986,2023-02-23 08:43:10,8,23,3,2,0,Z20,Cloudy,High,0,2.05,11.4,15.84,1.3,7.7,12.19,0,1.183,7.727,1,0.965,0.05,0.683,1.873
41551,2023-02-23 08:55:18,8,23,3,2,0,Z05,Clear,Low,0,6.1,21.3,15.65,1.03,5.7,12.06,0,1.038,2.566,1,0.393,0.05,0.528,2.196
44125,2023-02-23 08:55:49,8,23,3,2,0,Z17,Clear,High,1,2.74,15.4,21.44,1.18,9.9,17.1,0,1.41,7.825,1,1.018,0.05,0.639,2.435
29851,2023-02-23 09:06:34,9,23,3,2,0,Z07,Rainy,Medium,0,8.43,36.4,30.05,1.24,7.8,23.26,0,1.335,3.565,1,0.693,0.13,0.646,3.981
341,2023-02-23 09:17:08,9,23,3,2,0,Z01,Snow,High,0,11.05,71.3,43.57,1.1,8.9,34.66,0,1.416,3.943,1,1.019,0.13,0.885,5.514
47005,2023-02-23 09:36:48,9,23,3,2,0,Z13,Clear,Medium,0,2.55,12.9,19.12,1.0,7.2,14.11,0,0.87,7.498,1,0.585,0.05,0.366,1.705
908,2023-02-23 09:42:41,9,23,3,2,0,Z06,Clear,Low,0,5.87,19.8,11.18,1.0,6.0,8.37,1,0.793,1.905,1,0.337,0.05,0.321,1.106
17029,2023-02-23 09:51:51,9,23,3,2,0,Z01,Clear,Low,0,7.34,27.6,28.24,1.13,7.7,20.89,0,1.325,3.847,1,0.46,0.05,0.828,3.595
18499,2023-02-23 09:52:15,9,23,3,2,0,Z15,Rainy,Medium,0,8.71,39.9,34.04,1.13,10.4,24.98,0,1.317,3.908,1,0.689,0.25,0.673,3.163
41810,2023-02-23 09:57:32,9,23,3,2,0,Z10,Clear,Medium,0,10.03,48.5,11.41,1.53,8.6,8.47,0,1.538,1.138,1,0.74,0.05,1.031,1.515
13556,2023-02-23 10:07:58,10,23,3,2,0,Z01,Rainy,High,0,12.23,74.4,43.78,1.0,8.5,33.55,0,0.845,3.58,0,0.887,0.13,0.528,3.335
1540,2023-02-23 10:09:39,10,23,3,2,0,Z15,Cloudy,Low,0,11.91,40.3,41.93,1.0,6.4,31.46,0,0.396,3.521,0,0.245,0.05,0.202,1.947
249,2023-02-23 10:12:07,10,23,3,2,0,Z05,Clear,High,0,1.46,6.8,3.0,1.0,8.5,2.37,0,0.532,2.055,0,0.815,0.05,0.271,0.148
39791,2023-02-23 10:13:18,10,23,3,2,0,Z12,Clear,Low,0,10.16,35.8,34.11,1.0,5.4,26.36,1,0.661,3.357,0,0.306,0.05,0.36,3.227
5998,2023-02-23 10:14:15,10,23,3,2,0,Z12,Clear,Medium,0,9.58,40.6,33.57,1.0,2.8,26.54,0,0.635,3.504,0,0.531,0.05,0.346,6.019
47191,2023-02-23 10:15:38,10,23,3,2,0,Z02,Clear,Medium,1,4.73,21.7,34.74,1.0,7.5,27.21,0,0.738,7.345,0,0.555,0.05,0.559,2.677
32452,2023-02-23 10:36:31,10,23,3,2,0,Z11,Clear,Low,0,2.57,9.3,15.47,1.0,7.5,11.2,0,0.809,6.019,0,0.341,0.05,0.716,1.208
13878,2023-02-23 10:45:25,10,23,3,2,0,Z20,Cloudy,Medium,0,0.7,3.4,3.9,1.0,6.3,2.99,0,0.564,5.571,0,0.515,0.05,0.326,0.268
43299,2023-02-23 11:09:49,11,23,3,2,0,Z08,Cloudy,High,0,2.47,16.7,10.22,1.0,11.5,7.44,0,0.576,4.138,0,0.825,0.17,0.262,0.373
1383,2023-02-23 11:12:09,11,23,3,2,0,Z02,Clear,Medium,0,5.49,24.0,43.36,1.0,9.4,33.18,0,0.884,7.898,0,0.589,0.05,0.67,3.12
34119,2023-02-23 11:12:17,11,23,3,2,0,Z09,Clear,Medium,0,7.61,38.4,9.04,1.0,9.8,6.86,0,0.898,1.188,0,0.592,0.05,0.678,0.629
32289,2023-02-23 11:56:49,11,23,3,2,0,Z02,Fog,Medium,0,2.83,14.7,26.83,1.26,8.1,21.02,0,1.287,9.481,0,0.682,0.05,0.976,3.34
1882,2023-02-23 12:06:48,12,23,3,2,0,Z04,Clear,High,0,12.24,74.9,31.66,1.0,7.5,23.89,0,0.581,2.587,0,0.826,0.05,0.252,1.851
44285,2023-02-23 12:09:26,12,23,3,2,0,Z04,Clear,Low,0,9.9,33.6,24.81,1.0,4.9,18.63,0,0.546,2.506,0,0.28,0.05,0.237,2.076
48882,2023-02-23 12:21:56,12,23,3,2,0,Z08,Clear,Medium,0,5.42,25.3,23.98,1.0,6.9,18.23,0,0.597,4.424,0,0.522,0.05,0.271,1.577
21529,2023-02-23 12:24:34,12,23,3,2,0,Z10,Clear,Medium,0,10.83,50.5,5.47,1.0,4.6,4.34,0,0.77,0.505,0,0.562,0.05,0.516,0.726
27268,2023-02-23 12:44:36,12,23,3,2,0,Z16,Clear,Medium,0,12.88,58.1,50.09,1.0,5.6,37.17,0,0.761,3.889,0,0.56,0.05,0.485,5.051
15561,2023-02-23 12:45:48,12,23,3,2,0,Z06,Snow,Low,0,5.33,19.2,10.37,1.0,5.3,8.28,0,0.517,1.946,0,0.273,0.13,0.209,0.808
37795,2023-02-23 13:04:29,13,23,3,2,0,Z05,Cloudy,Medium,0,5.08,25.9,14.83,1.0,5.7,11.2,0,0.596,2.919,0,0.522,0.05,0.303,1.171
13922,2023-02-23 13:05:08,13,23,3,2,0,Z15,Clear,Medium,0,12.3,55.5,39.18,1.0,5.7,30.51,0,0.644,3.185,0,0.533,0.05,0.329,3.447
11069,2023-02-23 13:19:00,13,23,3,2,0,Z02,Clear,High,0,6.41,34.8,51.34,1.06,7.2,40.48,0,1.051,8.009,0,0.935,0.05,0.797,5.909
41505,2023-02-23 13:26:45,13,23,3,2,0,Z12,Clear,Medium,0,6.41,29.3,20.86,1.0,3.6,15.92,0,0.523,3.254,0,0.505,0.05,0.285,2.313
16868,2023-02-23 13:26:57,13,23,3,2,0,Z06,Rainy,Low,0,8.55,27.2,9.5,1.0,6.3,7.0,0,0.67,1.111,0,0.308,0.13,0.271,0.744
26067,2023-02-23 13:38:45,13,23,3,2,0,Z09,Cloudy,High,0,10.0,62.9,13.44,1.0,7.4,10.74,0,0.867,1.344,0,0.892,0.05,0.655,1.258
10485,2023-02-23 13:45:38,13,23,3,2,0,Z10,Rainy,Low,0,8.76,28.8,4.65,1.0,8.6,3.69,1,0.957,0.531,0,0.375,0.13,0.641,0.411
29653,2023-02-23 13:52:16,13,23,3,2,0,Z06,Cloudy,Low,1,11.51,39.7,13.45,1.0,1.9,10.37,0,0.601,1.169,0,0.293,0.05,0.243,3.28
32846,2023-02-23 13:55:12,13,23,3,2,0,Z10,Clear,Medium,0,10.28,48.5,7.32,1.0,4.3,5.39,0,0.789,0.712,0,0.567,0.05,0.529,0.989
14836,2023-02-23 14:08:19,14,23,3,2,0,Z05,Clear,Low,0,3.19,11.1,9.4,1.0,4.9,7.37,0,0.608,2.947,0,0.294,0.05,0.31,0.914
43918,2023-02-23 14:15:52,14,23,3,2,0,Z03,Clear,Medium,0,9.76,45.7,34.95,1.27,12.9,26.32,0,1.04,3.581,0,0.625,0.17,0.956,2.122
11966,2023-02-23 14:19:05,14,23,3,2,0,Z16,Rainy,Low,0,7.75,25.0,28.23,1.0,5.9,20.57,0,0.546,3.643,0,0.28,0.13,0.348,1.904
39652,2023-02-23 14:33:13,14,23,3,2,0,Z03,Rainy,Medium,0,6.63,33.3,16.51,1.05,8.9,12.96,0,1.366,2.49,0,0.7,0.13,1.256,1.989
19985,2023-02-23 15:11:11,15,23,3,2,0,Z14,Cloudy,Medium,0,4.19,20.5,21.19,1.0,8.9,15.57,0,0.635,5.057,0,0.531,0.05,0.542,1.111
15422,2023-02-23 15:56:30,15,23,3,2,0,Z02,Clear,High,0,0.5,5.1,3.0,1.0,8.2,2.39,0,0.756,6.0,0,0.867,0.05,0.573,0.22
37845,2023-02-23 15:57:09,15,23,3,2,0,Z02,Clear,Low,0,2.3,10.7,17.35,1.0,3.2,13.5,0,0.798,7.543,0,0.338,0.05,0.605,3.367
31163,2023-02-23 16:18:20,16,23,3,2,0,Z16,Clear,High,0,11.9,70.0,45.01,1.0,5.4,35.17,0,0.483,3.782,0,0.804,0.05,0.308,3.146
1661,2023-02-23 16:18:56,16,23,3,2,0,Z08,Clear,Medium,0,4.49,19.8,21.37,1.0,6.6,16.98,0,0.41,4.759,0,0.479,0.05,0.186,1.055
3017,2023-02-23 16:29:46,16,23,3,2,0,Z06,Rainy,Medium,0,6.63,31.9,6.31,1.0,7.3,5.04,0,0.595,0.952,0,0.522,0.13,0.241,0.411
3120,2023-02-23 16:36:30,16,23,3,2,0,Z07,Clear,Medium,0,4.76,22.0,14.1,1.0,5.6,11.04,0,0.472,2.962,0,0.494,0.05,0.228,0.931
45612,2023-02-23 16:42:27,16,23,3,2,0,Z14,Rainy,Medium,0,4.43,19.4,27.06,1.27,11.3,21.21,1,1.215,6.108,0,0.665,0.25,1.037,2.281
19148,2023-02-23 16:43:40,16,23,3,2,0,Z18,Fog,High,0,7.83,49.6,39.71,1.27,9.3,28.88,0,1.156,5.072,0,0.959,0.05,1.048,3.59
16138,2023-02-23 16:50:49,16,23,3,2,0,Z08,Rainy,Medium,0,4.99,20.6,23.14,1.0,4.8,17.64,0,0.515,4.637,0,0.503,0.13,0.234,1.893
8380,2023-02-23 17:05:35,17,23,3,2,0,Z07,Rainy,Low,0,4.02,14.7,14.19,1.08,7.7,10.75,0,1.143,3.53,1,0.418,0.13,0.553,1.596
4688,2023-02-23 17:23:50,17,23,3,2,0,Z19,Clear,Low,0,7.34,21.8,17.89,1.09,6.0,13.95,0,1.199,2.437,1,0.431,0.05,0.736,2.788
48184,2023-02-23 17:29:49,17,23,3,2,0,Z15,Snow,Medium,0,5.12,24.1,23.93,1.29,13.4,17.42,0,1.403,4.674,1,0.708,0.25,0.717,1.824
23941,2023-02-23 17:32:51,17,23,3,2,0,Z18,Cloudy,Low,0,8.42,31.8,65.6,1.89,10.5,50.46,1,2.142,7.791,1,0.648,0.22,1.942,10.294
3744,2023-02-23 17:38:17,17,23,3,2,0,Z12,Cloudy,Low,0,6.9,21.5,28.54,1.25,4.6,22.68,0,1.29,4.136,1,0.452,0.05,0.703,6.36
42654,2023-02-23 17:42:54,17,23,3,2,0,Z18,Clear,Medium,0,11.24,52.1,100.57,2.29,10.2,74.83,1,2.185,8.948,1,0.889,0.22,1.981,16.03
36888,2023-02-23 18:06:55,18,23,3,2,0,Z16,Clear,Low,0,12.4,41.6,58.09,1.27,8.8,45.32,0,1.271,4.685,1,0.447,0.05,0.81,6.546
47420,2023-02-23 18:12:53,18,23,3,2,0,Z05,Clear,Medium,0,7.3,33.3,26.05,1.24,4.1,19.23,0,1.12,3.568,1,0.643,0.05,0.57,5.253
14171,2023-02-23 18:33:40,18,23,3,2,0,Z14,Clear,High,0,4.44,25.4,47.81,1.98,10.6,35.16,0,1.553,10.768,1,1.051,0.17,1.325,5.151
15075,2023-02-23 18:41:39,18,23,3,2,0,Z04,Rainy,Low,0,13.05,45.2,37.81,1.13,8.4,30.14,0,1.418,2.897,1,0.481,0.13,0.615,5.088
4365,2023-02-23 18:45:19,18,23,3,2,0,Z03,Clear,Low,0,10.54,32.3,42.07,1.51,2.1,32.39,0,1.776,3.991,1,0.564,0.05,1.633,27.393
36538,2023-02-23 18:50:14,18,23,3,2,0,Z07,Clear,High,0,3.59,25.7,9.48,1.0,11.0,7.05,1,0.735,2.641,1,0.862,0.17,0.356,0.471
35012,2023-02-23 18:50:42,18,23,3,2,0,Z16,Rainy,Medium,0,11.98,53.8,93.13,2.17,11.8,69.94,0,1.858,7.774,1,0.813,0.3,1.184,11.013
8366,2023-02-23 18:51:28,18,23,3,2,0,Z09,Rainy,Low,1,10.66,39.4,19.93,1.69,12.6,15.8,1,3.0,1.87,1,0.846,0.3,2.266,3.762
26412,2023-02-23 19:26:25,19,23,3,2,0,Z01,Cloudy,Medium,0,8.41,39.4,32.38,1.02,10.2,24.03,0,1.27,3.85,1,0.678,0.17,0.793,2.992
29053,2023-02-23 19:26:51,19,23,3,2,0,Z05,Snow,Medium,0,0.73,2.0,3.58,1.12,9.4,2.68,0,1.353,4.904,1,0.697,0.13,0.689,0.386
9428,2023-02-23 19:48:34,19,23,3,2,0,Z09,Clear,High,0,4.29,28.8,9.31,1.97,10.8,6.79,0,1.592,2.17,1,1.06,0.17,1.203,1.001
24267,2023-02-23 19:50:29,19,23,3,2,0,Z12,Fog,Low,0,5.66,17.2,41.21,2.2,7.9,31.79,0,1.553,7.281,1,0.512,0.05,0.846,6.249
16604,2023-02-23 19:57:58,19,23,3,2,0,Z16,Fog,Low,0,7.65,24.6,51.53,1.76,8.5,37.5,0,1.509,6.736,1,0.502,0.05,0.961,6.657
24624,2023-02-23 20:17:28,20,23,3,2,0,Z16,Clear,High,0,11.51,67.9,49.16,1.2,10.4,37.3,0,1.335,4.271,1,1.0,0.17,0.851,4.788
13692,2023-02-23 20:30:11,20,23,3,2,0,Z13,Cloudy,Medium,0,3.15,14.7,29.84,1.2,5.3,23.1,0,1.011,9.473,1,0.618,0.05,0.425,4.406
14198,2023-02-23 20:51:28,20,23,3,2,0,Z11,Clear,Medium,0,1.38,6.4,10.29,1.45,13.1,8.07,0,2.177,7.457,1,0.887,0.22,1.927,1.341
23888,2023-02-23 21:13:38,21,23,3,2,0,Z14,Rainy,Medium,0,4.08,19.3,25.58,1.14,7.5,20.23,0,1.041,6.27,0,0.625,0.13,0.888,2.808
48075,2023-02-23 21:25:33,21,23,3,2,0,Z08,Cloudy,High,0,9.58,60.3,42.03,1.0,5.3,33.44,1,0.289,4.387,0,0.759,0.05,0.131,1.823
14682,2023-02-23 21:30:50,21,23,3,2,0,Z18,Clear,Medium,0,8.07,32.1,32.14,1.0,11.4,24.87,0,0.984,3.983,0,0.612,0.17,0.892,2.147
263,2023-02-23 21:38:29,21,23,3,2,0,Z16,Clear,Low,1,11.96,41.7,43.25,1.0,6.7,33.26,0,0.754,3.616,0,0.328,0.05,0.48,3.743
16615,2023-02-23 21:49:34,21,23,3,2,0,Z08,Clear,High,0,1.71,10.8,5.84,1.0,6.4,4.43,0,0.532,3.415,0,0.815,0.05,0.242,0.368
19056,2023-02-23 22:08:07,22,23,3,2,0,Z01,Rainy,Medium,0,8.07,37.2,28.67,1.05,11.0,22.01,0,1.059,3.553,0,0.629,0.25,0.662,2.119
21399,2023-02-23 22:09:35,22,23,3,2,0,Z03,Rainy,Medium,0,5.81,24.5,24.1,1.6,10.4,17.85,0,1.866,4.148,0,0.815,0.3,1.716,3.203
6792,2023-02-23 22:14:05,22,23,3,2,0,Z08,Clear,Low,0,7.3,28.5,30.48,1.0,2.5,24.05,0,0.496,4.175,0,0.268,0.05,0.225,4.772
41706,2023-02-23 22:23:45,22,23,3,2,0,Z15,Clear,Medium,0,10.86,49.9,40.04,1.0,6.4,31.25,0,0.858,3.687,0,0.583,0.05,0.438,4.189
294,2023-02-23 22:25:34,22,23,3,2,0,Z08,Rainy,Low,0,3.8,15.6,16.6,1.0,4.4,12.31,0,0.972,4.368,0,0.378,0.13,0.442,2.719
14173,2023-02-23 22:43:37,22,23,3,2,0,Z10,Clear,Low,0,7.65,24.5,7.35,1.0,8.3,5.76,0,0.812,0.961,0,0.341,0.05,0.544,0.564
